hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
City Hotel,1,189,2017,March,10,7,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,91.8,0,1
City Hotel,0,31,2017,June,23,5,1,1,1,0.0,0,BB,NLD,Online TA,GDS,0,0,0,D,No Deposit,195.0,,0,Transient,155.0,0,0
City Hotel,0,1,2016,September,39,22,0,1,1,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,175.0,0,1
City Hotel,1,221,2015,October,40,3,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,Non Refund,1.0,,0,Transient-Party,86.0,0,0
City Hotel,0,75,2016,April,17,17,2,0,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient-Party,90.0,0,0
Resort Hotel,0,199,2017,April,14,7,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,242.0,,0,Transient,52.9,1,1
City Hotel,1,161,2017,August,34,23,0,4,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,No Deposit,8.0,,0,Transient,282.5,0,0
City Hotel,0,16,2016,June,25,12,2,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,102.33,0,0
City Hotel,1,384,2016,July,30,20,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,1.0,,0,Transient,65.0,0,0
City Hotel,0,104,2016,July,30,18,3,6,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,120.8,0,3
City Hotel,0,90,2017,May,20,18,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,135.0,0,2
City Hotel,1,210,2017,June,25,19,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,154.0,,0,Transient,130.0,0,0
City Hotel,0,26,2017,April,17,27,0,3,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,115.0,0,2
City Hotel,0,1,2017,January,1,4,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,7,A,No Deposit,,219.0,0,Transient,80.0,0,2
Resort Hotel,0,337,2016,October,42,9,2,5,2,0.0,0,HB,GBR,Groups,Direct,0,0,0,D,No Deposit,273.0,,101,Transient-Party,66.28,0,0
City Hotel,0,59,2017,April,14,2,2,4,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,126.0,0,3
Resort Hotel,0,0,2016,October,41,2,2,0,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient-Party,95.0,0,1
City Hotel,1,277,2016,November,46,7,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,,,0,Transient,100.0,0,0
City Hotel,0,46,2017,March,11,12,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,100.3,0,1
Resort Hotel,1,20,2016,July,29,16,2,3,2,0.0,0,BB,LUX,Online TA,TA/TO,0,0,0,D,No Deposit,240.0,,0,Transient,194.0,0,0
Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,Non Refund,134.0,,0,Transient,79.0,0,0
City Hotel,0,298,2016,May,20,10,0,2,2,0.0,0,BB,NZL,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,12.0,,207,Transient-Party,93.0,0,0
City Hotel,0,3,2016,May,20,9,5,10,1,0.0,0,BB,FRA,Aviation,Corporate,0,0,0,D,No Deposit,,153.0,0,Transient,110.0,0,0
City Hotel,1,267,2016,March,14,31,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,1.0,,0,Transient,62.0,0,0
City Hotel,0,0,2015,October,43,20,0,1,1,0.0,0,BB,IRQ,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,139.0,0,0
City Hotel,1,9,2016,December,53,28,0,4,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,95.2,0,1
City Hotel,0,163,2017,August,33,14,1,3,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,157.5,1,1
City Hotel,0,0,2017,February,8,20,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,2,13,A,No Deposit,94.0,,0,Transient,65.0,0,3
Resort Hotel,1,268,2017,July,29,21,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,165.38,0,0
City Hotel,0,69,2015,October,44,25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,No Deposit,37.0,,58,Transient-Party,85.67,0,0
City Hotel,0,504,2017,August,32,12,2,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,229.0,,0,Transient-Party,112.67,0,1
City Hotel,0,95,2016,October,41,6,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,132.3,0,3
City Hotel,1,74,2017,June,26,27,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,120.0,0,1
City Hotel,1,174,2017,June,22,1,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,1.0,,0,Transient,110.0,0,0
Resort Hotel,0,71,2015,September,36,2,2,5,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,No Deposit,240.0,,0,Transient,163.0,1,0
City Hotel,0,44,2015,November,46,11,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,28.0,,0,Group,60.0,0,1
City Hotel,1,14,2017,May,19,13,0,1,2,0.0,0,SC,FIN,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,180.0,0,1
City Hotel,0,187,2017,July,27,4,2,5,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,107.1,0,1
Resort Hotel,1,260,2015,September,38,19,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,Non Refund,96.0,,0,Transient,54.99,0,0
City Hotel,0,99,2016,February,8,19,0,1,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,No Deposit,,67.0,0,Transient-Party,81.0,0,0
Resort Hotel,1,168,2016,April,18,28,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,257.0,,0,Transient,80.0,0,0
City Hotel,1,207,2016,October,41,4,0,1,2,0.0,0,SC,HKG,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,98.1,0,0
City Hotel,1,95,2016,May,19,7,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,126.9,0,0
City Hotel,1,316,2017,April,16,21,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,109.8,0,0
Resort Hotel,1,73,2015,September,39,21,1,4,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,72.0,0,0
Resort Hotel,0,181,2016,July,28,4,1,3,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,E,No Deposit,240.0,,0,Transient,108.0,0,1
City Hotel,1,4,2016,December,51,16,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,78.0,0,2
City Hotel,1,33,2015,December,50,9,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,Non Refund,44.0,,0,Transient,110.0,0,0
City Hotel,0,7,2016,September,38,15,0,2,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,153.5,0,2
City Hotel,0,57,2016,March,10,4,1,2,2,0.0,0,BB,ESP,Groups,Corporate,0,0,0,A,No Deposit,,,0,Transient-Party,70.0,0,0
City Hotel,0,8,2015,November,48,26,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,No Deposit,10.0,,0,Group,67.5,0,1
Resort Hotel,0,15,2016,June,25,17,2,3,1,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,No Deposit,314.0,,0,Transient,144.0,1,1
City Hotel,0,17,2017,July,28,15,1,1,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,160.0,0,1
City Hotel,0,207,2016,December,53,30,1,2,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,104.0,,0,Transient,183.0,0,0
City Hotel,0,18,2016,April,17,18,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,No Deposit,7.0,,0,Transient,107.25,0,1
City Hotel,0,0,2015,November,46,9,1,2,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Contract,100.0,1,1
Resort Hotel,0,62,2017,February,6,6,1,4,2,1.0,0,HB,FRA,Direct,Direct,0,0,0,G,No Deposit,250.0,,0,Transient,122.5,1,0
City Hotel,1,334,2015,September,38,16,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,Non Refund,1.0,,0,Transient-Party,62.0,0,0
City Hotel,0,91,2017,June,24,11,2,1,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,189.0,0,0
Resort Hotel,1,82,2016,February,7,7,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,No Deposit,67.0,,0,Transient-Party,86.0,0,0
City Hotel,0,1,2016,May,20,8,1,0,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,No Deposit,152.0,,0,Transient,56.47,0,0
City Hotel,0,9,2016,April,16,10,1,0,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,105.0,0,0
City Hotel,0,12,2015,July,29,18,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,No Deposit,1.0,,0,Transient-Party,62.0,0,0
City Hotel,1,183,2017,June,23,8,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,86.0,,0,Transient,120.0,0,0
City Hotel,1,102,2017,August,33,18,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,125.0,0,1
City Hotel,0,103,2016,August,32,2,0,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,137.7,0,1
City Hotel,0,49,2016,March,12,15,0,2,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,81.9,0,1
City Hotel,0,68,2016,September,38,11,2,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,No Deposit,,,0,Transient,145.8,0,1
City Hotel,0,223,2016,October,44,29,2,1,3,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,128.7,0,2
City Hotel,0,72,2017,May,21,22,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,No Deposit,7.0,,0,Transient,136.8,0,0
City Hotel,0,248,2017,April,15,9,2,0,2,0.0,0,BB,DEU,Groups,TA/TO,0,0,0,A,No Deposit,58.0,,0,Transient-Party,80.0,0,1
City Hotel,0,80,2017,January,4,27,1,2,2,0.0,0,BB,ARG,Online TA,TA/TO,0,0,0,A,No Deposit,7.0,,0,Transient,72.07,0,1
City Hotel,0,0,2016,September,40,28,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,No Deposit,,,0,Transient,185.0,0,2
City Hotel,1,167,2017,July,28,15,0,1,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,152.1,0,0
City Hotel,0,12,2016,August,34,16,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,0.0,0,1
Resort Hotel,0,41,2016,November,45,5,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,39.51,0,2
City Hotel,1,180,2017,April,15,9,2,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,117.0,0,1
Resort Hotel,0,52,2016,August,34,14,2,4,2,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,No Deposit,241.0,,0,Transient,190.7,0,0
City Hotel,0,236,2016,August,32,6,3,6,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,B,No Deposit,14.0,,0,Transient,93.25,0,0
Resort Hotel,0,133,2017,July,27,3,3,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,No Deposit,250.0,,0,Transient,151.88,1,0
City Hotel,0,54,2017,May,22,29,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,7.0,,0,Transient,121.6,0,1
City Hotel,0,59,2017,April,17,26,0,1,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,D,No Deposit,14.0,,0,Transient,130.5,0,2
City Hotel,0,91,2016,October,45,30,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,7.0,,0,Transient,61.33,0,1
City Hotel,1,168,2016,July,28,7,2,4,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,90.95,0,0
Resort Hotel,0,338,2017,May,21,24,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,8.0,,0,Transient,54.0,0,0
City Hotel,0,55,2016,October,44,23,2,3,2,0.0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,138.0,,0,Transient,72.25,0,0
City Hotel,1,39,2016,June,27,27,1,0,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,89.1,0,0
City Hotel,1,15,2015,August,35,27,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,No Deposit,9.0,,0,Transient,85.29,0,1
City Hotel,0,0,2016,October,44,29,0,1,2,1.0,1,BB,FRA,Direct,Direct,0,0,0,F,No Deposit,14.0,,0,Transient,239.0,1,1
Resort Hotel,0,1,2016,January,4,21,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,127.0,,0,Transient,26.5,0,0
City Hotel,0,39,2017,August,35,28,1,1,1,0.0,0,BB,DEU,Corporate,Corporate,0,0,0,D,No Deposit,,451.0,0,Transient,95.0,0,0
City Hotel,0,0,2016,January,5,29,1,2,2,0.0,0,SC,PRT,Direct,Direct,0,0,0,A,No Deposit,,,0,Transient,80.0,0,0
Resort Hotel,0,3,2016,April,15,9,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,No Deposit,,,0,Transient,45.0,0,0
City Hotel,0,58,2016,February,10,29,3,7,1,0.0,0,BB,RWA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,66.45,0,1
City Hotel,0,27,2016,September,39,20,0,1,3,0.0,0,BB,JPN,Direct,Direct,0,0,0,A,No Deposit,,,0,Transient-Party,125.0,0,0
City Hotel,0,24,2016,October,43,16,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,28.0,,0,Transient,85.0,0,1
City Hotel,0,34,2017,January,3,18,0,1,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,No Deposit,19.0,,0,Transient-Party,75.0,0,0
City Hotel,0,42,2016,April,18,28,1,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,109.31,0,1
City Hotel,1,67,2016,October,43,17,1,0,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,34.0,,0,Transient,115.0,0,0
Resort Hotel,0,1,2016,May,22,22,1,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,89.0,1,1
City Hotel,0,119,2016,July,29,10,2,2,2,3.0,0,BB,DNK,Direct,Direct,0,0,0,G,No Deposit,14.0,,0,Transient,217.6,0,0
Resort Hotel,0,207,2016,June,27,26,4,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,40.0,,0,Contract,59.8,0,1
City Hotel,0,31,2017,August,33,13,1,0,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,200.0,0,3
City Hotel,1,36,2016,September,40,28,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,No Deposit,21.0,,0,Transient-Party,75.0,0,0
Resort Hotel,1,128,2017,July,29,18,2,5,2,0.0,0,BB,LUX,Online TA,TA/TO,0,0,0,D,No Deposit,240.0,,0,Transient,188.57,0,1
Resort Hotel,0,1,2017,January,1,5,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,48.0,0,1
Resort Hotel,0,26,2016,October,43,17,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,No Deposit,314.0,,0,Transient,67.0,0,1
City Hotel,0,21,2017,March,11,16,1,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,21.0,,0,Transient-Party,78.0,0,0
Resort Hotel,0,0,2015,November,45,3,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,40.0,1,1
City Hotel,1,162,2017,May,18,6,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,3.0,,0,Transient,80.0,0,0
Resort Hotel,0,173,2016,May,20,14,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,241.0,,0,Transient,43.16,0,1
City Hotel,1,318,2015,August,36,31,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,Non Refund,1.0,,0,Contract,62.0,0,0
City Hotel,0,118,2017,May,22,31,0,4,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,7.0,,0,Transient,85.59,0,0
Resort Hotel,0,0,2017,July,28,14,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,No Deposit,241.0,,0,Transient,142.0,1,1
City Hotel,0,3,2017,March,13,27,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,No Deposit,,238.0,0,Transient,65.0,0,0
City Hotel,0,95,2016,May,23,29,2,0,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,No Deposit,1.0,,0,Transient-Party,65.0,0,1
City Hotel,1,130,2017,June,22,2,0,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,E,No Deposit,9.0,,0,Transient,180.0,0,2
City Hotel,0,12,2015,December,52,25,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,No Deposit,9.0,,0,Transient,80.42,0,0
City Hotel,0,320,2016,August,34,18,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,6.0,,0,Transient-Party,115.0,0,1
City Hotel,0,322,2017,June,25,23,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,No Deposit,37.0,,59,Transient-Party,105.0,0,3
City Hotel,0,0,2015,November,45,5,0,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,G,No Deposit,,,0,Transient,0.0,0,2
Resort Hotel,1,197,2017,August,34,21,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,160.0,0,0
Resort Hotel,0,0,2017,June,22,1,0,2,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,H,No Deposit,,,0,Transient,192.0,1,0
City Hotel,0,4,2017,March,11,13,1,1,1,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,No Deposit,,,0,Transient,88.2,0,0
City Hotel,1,18,2016,March,12,18,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,97.0,0,0
City Hotel,1,18,2015,October,41,4,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,Non Refund,29.0,,0,Transient,110.0,0,0
City Hotel,0,63,2015,October,44,27,0,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Contract,72.25,0,3
City Hotel,1,91,2016,August,32,3,0,1,2,1.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,135.9,0,0
City Hotel,0,148,2016,April,18,29,2,7,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,7.0,,0,Transient,71.37,0,0
Resort Hotel,0,0,2016,July,30,21,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,No Deposit,,,0,Transient,139.0,0,0
City Hotel,0,40,2016,May,20,13,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,G,No Deposit,7.0,,0,Transient,203.73,0,2
Resort Hotel,0,25,2015,November,48,27,1,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,115.0,,0,Transient,26.1,0,0
City Hotel,0,111,2016,May,19,2,1,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,101.58,0,1
City Hotel,1,153,2016,June,25,12,2,1,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,F,No Deposit,9.0,,0,Transient,189.9,0,0
City Hotel,0,0,2017,July,27,4,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,No Deposit,,329.0,0,Transient,130.5,0,0
City Hotel,0,4,2017,March,12,23,0,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,98.0,0,2
Resort Hotel,1,155,2016,August,33,10,0,4,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,205.0,0,0
City Hotel,0,50,2015,October,41,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,No Deposit,32.0,,49,Transient-Party,85.0,0,0
City Hotel,1,174,2015,October,41,10,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,3.0,,0,Transient,70.0,0,0
City Hotel,0,175,2017,June,23,9,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,3.0,,0,Transient-Party,130.0,0,0
City Hotel,0,12,2016,April,18,29,2,3,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,No Deposit,8.0,,0,Transient,152.0,0,1
Resort Hotel,1,349,2016,August,32,4,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,113.4,0,3
City Hotel,0,49,2017,April,14,7,1,2,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,126.0,0,4
Resort Hotel,0,6,2017,February,9,26,2,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,No Deposit,250.0,,0,Transient,51.25,1,0
Resort Hotel,0,224,2016,May,22,25,1,4,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,No Deposit,,223.0,0,Transient-Party,46.0,0,0
Resort Hotel,0,157,2016,June,26,23,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,243.0,,0,Contract,51.85,0,1
City Hotel,0,0,2017,June,25,23,0,1,1,0.0,0,BB,PRT,Aviation,Corporate,0,0,0,A,No Deposit,,153.0,0,Transient,95.0,0,0
Resort Hotel,0,25,2016,May,21,15,2,4,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,F,No Deposit,,,0,Transient-Party,117.0,0,2
Resort Hotel,0,338,2016,September,37,5,3,7,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,40.0,,0,Contract,96.0,0,0
City Hotel,0,67,2016,May,20,12,0,3,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,161.1,0,1
Resort Hotel,0,103,2016,December,53,27,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,No Deposit,250.0,,0,Transient,62.0,0,0
City Hotel,1,99,2016,February,8,19,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,1,0,A,No Deposit,,67.0,0,Transient-Party,80.0,0,0
Resort Hotel,0,4,2016,February,6,5,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,No Deposit,240.0,,0,Transient,98.0,0,2
City Hotel,1,412,2016,August,35,25,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,1.0,,0,Transient,62.0,0,0
Resort Hotel,0,3,2016,July,28,8,1,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,241.0,,0,Transient,157.08,0,0
City Hotel,0,13,2016,June,24,9,0,1,2,0.0,1,BB,DEU,Online TA,TA/TO,0,0,0,A,No Deposit,,,0,Transient,119.0,0,2
City Hotel,1,75,2016,October,45,30,2,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,20.0,,0,Transient,105.0,0,0
Resort Hotel,0,10,2016,December,51,16,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,No Deposit,,154.0,0,Transient,27.0,0,0
City Hotel,1,272,2016,August,32,5,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,Non Refund,1.0,,41,Transient,65.0,0,0
Resort Hotel,0,261,2017,July,26,1,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,No Deposit,240.0,,0,Transient,115.0,1,1
Resort Hotel,1,104,2015,August,36,30,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,No Deposit,240.0,,0,Transient,161.29,0,0
City Hotel,0,61,2017,August,35,28,1,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,394.0,,0,Transient,121.1,0,0
City Hotel,1,130,2016,April,16,13,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,Non Refund,29.0,,10,Transient,100.0,0,0
City Hotel,0,80,2016,June,26,23,0,1,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,96.3,0,1
City Hotel,0,203,2017,March,9,2,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,7.0,,0,Transient,57.93,0,2
City Hotel,0,111,2016,April,17,18,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,No Deposit,9.0,,0,Transient,76.97,0,0
Resort Hotel,0,0,2016,March,12,17,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,No Deposit,,,0,Transient,46.0,1,0
